area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance
340,4,6,6,-,acept,furnished,0,15000,250,226
480,4,6,5,-,acept,not furnished,0,15000,1572,226
520,4,6,4,-,acept,not furnished,0,15000,2250,226
400,4,6,4,-,acept,not furnished,0,15000,1875,226
500,4,6,3,-,acept,not furnished,0,15000,845,226
750,4,6,2,-,acept,not furnished,0,15000,2041,226
750,4,5,8,-,acept,not furnished,0,15000,4338,226
500,4,5,8,-,acept,not furnished,0,15000,1850,226
300,4,5,6,-,acept,furnished,0,15000,1805,226
400,4,5,3,-,acept,not furnished,0,15000,1750,226
480,4,5,3,-,acept,not furnished,0,15000,742,226
596,4,5,2,-,acept,furnished,0,15000,2620,226
450,4,5,2,-,not acept,furnished,0,15000,1400,226
350,4,5,2,-,acept,furnished,0,15000,667,226
750,4,4,6,-,acept,not furnished,0,15000,2084,226
320,4,4,5,-,acept,not furnished,0,15000,1750,226
629,4,4,4,-,acept,not furnished,0,15000,2064,226
440,4,3,7,-,not acept,not furnished,0,15000,1084,226
420,4,3,4,-,acept,not furnished,0,15000,1250,226
300,4,3,2,-,acept,furnished,0,15000,1040,226
1000,4,2,8,-,acept,not furnished,0,15000,2334,226
800,4,2,6,-,acept,furnished,0,15000,1667,226
350,3,4,4,-,acept,furnished,0,15000,1234,226
400,3,4,4,-,acept,furnished,0,15000,0,226
400,3,3,6,-,acept,not furnished,0,15000,1123,226
500,3,3,5,-,acept,furnished,0,15000,1125,226
290,3,3,2,-,acept,furnished,0,15000,1000,226
287,3,2,5,-,acept,not furnished,0,15000,0,226
250,3,2,2,-,acept,not furnished,0,15000,459,226
240,3,2,1,-,acept,not furnished,0,15000,667,226
200,2,4,1,-,acept,not furnished,0,15000,829,226
565,4,5,6,-,acept,furnished,2337,14850,2112,224
296,4,3,2,-,acept,not furnished,0,13500,423,222
193,3,3,1,-,acept,not furnished,0,13500,236,222
298,3,4,3,-,acept,furnished,0,14700,1284,221
367,3,4,4,8,not acept,not furnished,7000,15000,1032,220
563,3,6,4,12,acept,not furnished,5200,15000,1250,220
400,3,4,4,-,acept,furnished,3000,12000,1100,214
365,4,6,6,-,acept,not furnished,490,13000,459,214
700,8,8,4,-,acept,not furnished,0,12000,0,214
650,7,6,3,-,acept,not furnished,0,13000,1250,214
800,5,4,8,-,acept,not furnished,0,14200,2250,214
600,5,4,5,-,acept,furnished,0,12000,1167,214
450,4,4,2,-,acept,not furnished,0,14000,1250,214
200,4,3,2,-,acept,not furnished,0,13000,236,214
1100,4,6,10,-,acept,not furnished,3000,14000,2000,211
540,4,3,5,-,acept,furnished,1900,14000,3534,211
400,7,7,0,-,acept,not furnished,0,14000,1667,211
500,7,4,3,-,acept,furnished,0,14000,785,211
700,6,8,8,-,acept,furnished,0,14000,1020,211
999,5,7,8,-,acept,not furnished,0,14000,667,211
370,5,4,3,-,acept,not furnished,0,14000,1290,211
320,5,3,8,-,acept,not furnished,0,14000,917,211
500,4,8,4,-,acept,furnished,0,14000,917,211
480,4,7,8,-,acept,not furnished,0,14000,2186,211
573,4,5,7,-,acept,furnished,0,14000,1974,211
300,4,5,4,-,acept,furnished,0,14000,1167,211
260,4,4,4,-,acept,not furnished,0,14000,1834,211
550,4,4,4,-,acept,not furnished,0,14000,1334,211
450,4,3,8,-,acept,not furnished,0,14000,175,211
400,3,3,4,-,acept,not furnished,0,14000,300,211
400,5,4,5,-,not acept,not furnished,0,13970,417,210
400,5,3,6,-,acept,not furnished,0,13950,1880,210
339,3,5,4,11,acept,furnished,3000,14000,834,205
616,5,5,6,-,acept,not furnished,0,12500,1103,205
240,4,4,4,5,acept,not furnished,2700,16000,1667,203
437,3,6,6,-,acept,furnished,1200,13500,711,203
700,3,3,8,-,acept,furnished,1200,13500,1210,203
480,4,3,3,-,acept,not furnished,0,13500,834,203
350,4,3,2,-,acept,not furnished,0,13500,1006,203
758,5,4,5,3,acept,not furnished,7630,15000,2752,200
548,4,7,6,17,acept,not furnished,5905,15000,2484,200
362,4,5,0,19,not acept,not furnished,4138,15000,1975,200
344,3,4,4,16,not acept,not furnished,3158,15000,1231,200
312,4,5,4,15,acept,not furnished,3150,15000,1747,200
230,4,3,4,7,acept,furnished,3100,15000,1500,200
220,4,3,0,9,acept,furnished,3000,15000,1138,200
373,4,5,5,7,acept,not furnished,2601,15000,188,200
260,4,5,4,5,acept,not furnished,2405,15000,153,200
402,4,7,4,15,not acept,not furnished,2124,15000,158,200
420,4,6,5,14,not acept,not furnished,2000,15000,167,200
200,2,4,3,12,acept,not furnished,1897,15000,827,200
520,5,5,2,15,not acept,not furnished,1870,15000,780,200
300,4,4,3,13,acept,furnished,1850,15000,1100,200
308,4,5,4,18,acept,furnished,1750,15000,167,200
240,4,4,6,13,not acept,not furnished,1700,15000,1085,200
230,3,4,4,17,acept,furnished,1410,15000,130,200
148,2,3,3,12,acept,not furnished,870,15000,685,200
480,5,8,6,-,acept,not furnished,0,13200,1230,199
950,6,5,2,3,not acept,furnished,0,13000,1500,198
784,5,6,8,-,acept,furnished,0,12000,1641,197
360,5,6,4,-,acept,furnished,0,12000,329,197
235,4,3,1,-,acept,not furnished,0,12000,563,197
250,4,2,8,-,acept,not furnished,0,13040,500,197
200,4,2,2,-,acept,furnished,0,12000,233,197
200,3,2,2,-,acept,not furnished,0,12000,369,197
200,3,2,2,-,acept,not furnished,0,12000,369,197
100,3,2,0,-,not acept,not furnished,0,12000,236,197
820,4,4,6,-,acept,not furnished,2500,13000,2500,196
650,4,6,4,-,acept,not furnished,760,13000,1042,196
341,4,6,4,-,acept,not furnished,660,13000,608,196
330,6,4,3,-,acept,not furnished,0,13000,1156,196
700,5,7,3,-,acept,furnished,0,13000,1084,196
500,5,4,6,-,acept,not furnished,0,13000,250,196
321,5,3,5,-,acept,not furnished,0,13000,2250,196
500,4,6,4,-,acept,not furnished,0,13000,2200,196
750,4,5,6,-,acept,not furnished,0,13000,1500,196
530,4,5,6,-,not acept,not furnished,0,13000,0,196
430,4,5,5,-,acept,not furnished,0,13000,474,196
350,4,4,4,-,acept,not furnished,0,13000,1417,196
340,4,3,8,-,acept,not furnished,0,13000,1167,196
250,4,3,3,-,not acept,not furnished,0,13000,950,196
450,4,2,3,-,acept,not furnished,0,13000,1000,196
275,3,5,6,-,acept,furnished,0,13000,500,196
180,3,3,0,-,acept,not furnished,0,13000,715,196
388,4,4,1,2,not acept,not furnished,6047,15000,104,194
312,4,4,3,13,acept,not furnished,4000,15000,1084,194
260,4,1,2,5,acept,furnished,3800,15000,1167,194
400,3,4,2,12,acept,not furnished,3800,15000,1834,194
380,4,3,2,9,acept,not furnished,3220,15000,1348,194
406,3,4,2,3,acept,furnished,3200,15000,1167,194
380,3,4,3,13,not acept,furnished,3000,15000,2500,194
403,3,4,2,3,acept,not furnished,2800,15000,667,194
108,3,1,1,3,not acept,furnished,2300,15000,334,194
311,4,3,1,8,acept,furnished,2000,15000,500,194
200,3,2,2,3,acept,not furnished,1650,15000,750,194
600,7,6,1,12,not acept,furnished,1300,15000,1167,194
180,3,4,2,7,acept,furnished,1210,15000,369,194
300,4,4,3,-,acept,not furnished,0,12900,584,194
360,3,4,3,5,acept,furnished,4000,13200,500,193
600,5,5,6,-,acept,not furnished,0,12750,1059,192
429,5,4,6,-,acept,not furnished,0,12750,2312,192
720,4,6,5,-,acept,furnished,0,12750,2613,192
500,4,5,4,-,not acept,furnished,0,12750,2087,192
375,4,5,4,-,acept,not furnished,0,12750,959,192
580,5,5,4,4,acept,not furnished,9900,15000,2200,191
560,4,4,7,2,acept,not furnished,8600,15000,5000,191
530,5,6,4,2,acept,furnished,8300,15000,5000,191
620,4,6,4,1,acept,not furnished,8133,15000,4520,191
620,4,5,5,8,acept,not furnished,7963,15000,5160,191
350,5,6,6,10,acept,not furnished,7000,15000,417,191
600,3,3,3,9,acept,not furnished,6826,15000,2860,191
480,4,6,5,9,acept,not furnished,6660,15000,3063,191
480,4,4,4,12,acept,furnished,6500,15000,2084,191
300,4,6,6,17,acept,not furnished,6300,15000,3400,191
540,3,3,4,9,acept,not furnished,6200,15000,3500,191
431,3,3,2,8,not acept,furnished,6200,15000,1370,191
380,4,7,7,15,acept,not furnished,6000,15000,2500,191
1000,4,7,4,10,acept,furnished,6000,15000,4900,191
800,4,5,4,9,acept,not furnished,6000,15000,3334,191
420,4,4,4,9,acept,not furnished,6000,15000,3334,191
300,4,2,0,5,acept,not furnished,6000,15000,834,191
469,4,5,4,12,acept,not furnished,5706,15000,2260,191
355,4,5,5,21,not acept,furnished,5700,15000,2977,191
515,5,4,3,5,acept,not furnished,5600,15000,250,191
380,4,3,2,12,not acept,furnished,5500,15000,1000,191
330,4,6,3,7,acept,not furnished,5457,15000,2475,191
320,4,6,4,4,acept,not furnished,5400,15000,175,191
500,4,4,3,5,not acept,not furnished,5288,15000,82,191
320,4,4,6,8,acept,furnished,5281,15000,3151,191
350,4,5,4,2,acept,furnished,5000,15000,0,191
500,4,4,8,12,acept,furnished,5000,15000,5200,191
500,3,5,2,11,acept,not furnished,5000,15000,1000,191
280,3,4,4,4,acept,not furnished,5000,15000,1500,191
240,4,3,3,10,not acept,furnished,4976,15000,1813,191
325,4,5,4,1,acept,furnished,4950,15000,2209,191
540,4,7,5,11,acept,not furnished,4922,15000,3565,191
340,2,4,3,14,acept,not furnished,4900,15000,917,191
262,3,4,4,8,acept,not furnished,4844,15000,2050,191
375,4,5,5,1,acept,not furnished,4793,15000,2805,191
308,4,4,3,1,acept,not furnished,4780,15000,1917,191
350,4,3,3,1,not acept,furnished,4459,15000,0,191
226,4,5,4,1,acept,not furnished,4360,15000,2242,191
380,4,5,5,3,acept,not furnished,4200,15000,1800,191
450,3,4,2,3,acept,not furnished,4187,15000,1450,191
369,4,4,5,12,acept,furnished,4074,15000,2917,191
260,4,4,3,13,acept,not furnished,4070,15000,1500,191
450,4,6,4,4,acept,not furnished,4000,15000,2500,191
366,4,5,5,8,acept,furnished,4000,15000,1834,191
180,3,4,4,4,acept,not furnished,4000,15000,1417,191
236,4,5,4,1,not acept,furnished,3950,15000,142,191
326,3,4,5,12,acept,furnished,3600,15000,3000,191
420,4,6,4,8,acept,not furnished,3500,15000,2250,191
384,4,6,4,3,not acept,furnished,3500,15000,344,191
250,4,5,4,5,acept,furnished,3500,15000,1540,191
240,4,5,3,4,acept,not furnished,3500,15000,1250,191
260,4,4,3,11,not acept,not furnished,3500,15000,1417,191
360,3,5,2,1,acept,not furnished,3500,15000,834,191
320,3,4,4,7,acept,furnished,3440,15000,1659,191
250,3,5,5,18,acept,furnished,3427,15000,1834,191
330,3,5,3,15,acept,not furnished,3400,15000,2500,191
212,4,3,4,1,acept,not furnished,3300,15000,1272,191
260,4,4,4,4,acept,not furnished,3247,15000,1589,191
432,5,7,6,21,acept,not furnished,3208,15000,3007,191
332,5,4,3,17,acept,not furnished,3200,15000,1167,191
216,3,5,0,14,not acept,furnished,3200,15000,1500,191
380,3,2,3,5,acept,not furnished,3200,15000,917,191
98,1,2,0,27,acept,furnished,3177,15000,130,191
270,3,4,2,11,acept,not furnished,3158,15000,1100,191
495,5,5,4,11,not acept,not furnished,3100,15000,2180,191
285,4,4,4,17,acept,not furnished,3100,15000,973,191
350,5,4,3,16,acept,not furnished,3000,15000,1265,191
250,4,2,3,2,not acept,furnished,3000,15000,100,191
215,3,3,2,1,not acept,furnished,3000,15000,834,191
289,3,3,2,6,not acept,not furnished,2850,15000,777,191
190,3,4,4,16,acept,furnished,2849,15000,1160,191
408,4,6,3,20,acept,not furnished,2800,15000,1667,191
339,4,5,4,13,acept,furnished,2800,15000,1440,191
192,4,5,4,11,not acept,furnished,2800,15000,90,191
270,4,4,4,11,acept,furnished,2800,15000,100,191
310,3,3,2,16,not acept,not furnished,2720,15000,846,191
322,4,5,5,17,acept,furnished,2700,15000,1875,191
238,3,5,3,1,acept,furnished,2700,15000,834,191
261,3,4,4,7,acept,not furnished,2700,15000,834,191
191,3,3,4,1,acept,furnished,2605,15000,1299,191
250,4,4,4,15,acept,not furnished,2600,15000,1250,191
244,3,6,4,18,acept,not furnished,2600,15000,1527,191
238,4,4,3,1,acept,furnished,2569,15000,542,191
250,3,2,3,35,acept,furnished,2500,15000,1084,191
208,3,3,3,4,acept,furnished,2490,15000,1200,191
200,2,5,2,2,not acept,furnished,2448,15000,937,191
350,4,5,5,17,acept,furnished,2400,15000,2400,191
300,4,3,4,9,acept,not furnished,2400,15000,0,191
216,3,4,4,7,acept,furnished,2300,15000,900,191
162,2,3,3,3,not acept,furnished,2200,15000,959,191
178,3,3,4,12,not acept,furnished,2180,15000,850,191
395,4,4,3,16,acept,furnished,2137,15000,834,191
311,4,4,4,7,acept,furnished,2100,15000,0,191
227,4,4,3,7,not acept,furnished,2000,15000,750,191
210,3,4,4,11,acept,furnished,2000,15000,1000,191
161,3,3,3,23,acept,furnished,2000,15000,667,191
235,3,4,4,2,acept,furnished,1950,15000,1150,191
218,3,3,3,9,acept,furnished,1850,15000,809,191
200,2,3,2,1,acept,furnished,1700,15000,667,191
162,2,2,3,6,acept,furnished,1500,15000,609,191
136,3,2,2,13,acept,furnished,1259,15000,374,191
152,2,2,1,3,acept,furnished,1000,15000,250,191
600,5,5,6,-,acept,not furnished,0,15000,2100,191
260,4,5,5,3,acept,furnished,0,15000,0,191
400,4,5,3,-,not acept,not furnished,0,15000,0,191
296,4,5,3,3,acept,not furnished,0,15000,0,191
235,4,4,4,5,acept,furnished,3330,14900,1417,189
240,3,4,1,6,not acept,not furnished,1700,14850,400,189
373,4,5,7,-,acept,not furnished,0,11500,522,189
700,4,6,6,-,acept,not furnished,0,12500,2176,188
280,4,3,6,-,acept,furnished,0,12500,706,188
400,3,5,5,-,acept,not furnished,0,12500,0,188
350,3,2,4,-,acept,not furnished,0,12500,1334,188
305,4,5,5,26,acept,not furnished,5071,14000,2241,187
305,4,5,5,29,acept,not furnished,4596,14000,2239,187
200,2,3,2,12,acept,furnished,1800,12750,500,187
98,3,1,0,1,not acept,not furnished,240,12750,50,187
429,5,4,5,-,acept,not furnished,0,10500,334,187
630,4,6,4,-,not acept,not furnished,0,12300,2667,185
264,4,4,4,9,acept,not furnished,3200,14450,1792,184
250,4,6,4,12,not acept,not furnished,3000,14500,875,184
217,3,4,4,17,acept,furnished,2400,14500,910,184
179,3,5,0,11,acept,furnished,2000,14500,975,184
336,3,4,3,-,acept,not furnished,2000,12500,500,183
250,3,2,2,-,acept,not furnished,0,12000,542,183
210,3,2,1,6,acept,not furnished,3200,14080,700,182
405,4,3,2,1,acept,furnished,4032,14000,1649,181
214,3,3,3,4,acept,not furnished,3575,14000,1050,181
570,3,6,2,11,acept,not furnished,3000,14000,334,181
744,6,6,8,-,acept,furnished,450,11000,3000,181
75,3,1,1,1,not acept,not furnished,296,12000,0,181
600,4,6,3,-,acept,furnished,200,12000,817,181
400,9,4,4,-,acept,not furnished,100,12000,500,181
600,6,5,5,-,acept,furnished,0,12000,3334,181
390,6,3,2,-,acept,not furnished,0,11000,417,181
700,5,8,3,-,acept,not furnished,0,12000,1000,181
410,5,7,3,-,acept,furnished,0,12000,750,181
438,5,6,5,-,not acept,not furnished,0,12000,817,181
659,5,4,6,-,acept,not furnished,0,11000,913,181
800,5,4,6,-,acept,furnished,0,12000,459,181
450,5,4,3,-,acept,not furnished,0,12000,1201,181
800,4,7,8,-,acept,not furnished,0,12000,1667,181
463,4,7,6,-,acept,not furnished,0,12000,1264,181
400,4,7,4,-,acept,furnished,0,12000,667,181
600,4,6,6,-,acept,not furnished,0,12000,2592,181
570,4,6,5,-,acept,not furnished,0,12000,817,181
800,4,5,8,-,acept,not furnished,0,12000,2334,181
450,4,5,7,-,acept,furnished,0,12000,334,181
600,4,5,6,-,acept,not furnished,0,12000,9500,181
450,4,5,6,-,acept,not furnished,0,12000,1334,181
450,4,5,5,-,not acept,not furnished,0,12000,1875,181
720,4,5,4,-,acept,not furnished,0,12000,3200,181
309,4,5,3,-,acept,not furnished,0,12000,734,181
850,4,4,8,-,acept,not furnished,0,12000,5834,181
440,4,4,4,-,acept,not furnished,0,12000,2500,181
520,4,4,3,-,acept,furnished,0,12000,1688,181
500,4,3,5,-,not acept,furnished,0,12000,84,181
256,4,3,2,-,acept,not furnished,0,11000,123,181
350,3,5,3,-,acept,not furnished,0,12000,1250,181
160,3,5,2,-,acept,not furnished,0,12000,334,181
400,3,4,4,-,acept,not furnished,0,12000,1667,181
320,3,4,3,-,acept,not furnished,0,12000,2250,181
380,3,4,2,-,acept,not furnished,0,12000,959,181
252,3,4,1,-,acept,not furnished,0,12000,1233,181
288,3,3,3,-,acept,not furnished,0,12000,878,181
400,3,3,2,-,not acept,not furnished,0,12000,0,181
80,3,2,1,-,acept,not furnished,0,11000,425,181
100,2,2,0,-,acept,not furnished,0,11000,100,181
450,4,4,5,10,not acept,not furnished,2200,13500,1130,180
308,4,5,6,18,acept,furnished,2000,13500,173,180
450,4,3,6,-,acept,not furnished,0,11900,1084,179
423,4,5,7,28,acept,not furnished,5785,14000,2647,178
500,5,7,5,22,acept,not furnished,5500,14000,2084,178
311,4,5,6,4,acept,furnished,5083,14000,3461,178
310,4,4,4,21,acept,not furnished,4700,14000,1751,178
370,4,5,6,17,acept,not furnished,4300,14000,1900,178
214,3,2,5,4,acept,not furnished,4226,14000,2469,178
420,4,6,4,1,not acept,not furnished,4200,14000,1417,178
250,3,4,3,4,acept,not furnished,3570,14000,1256,178
550,4,6,4,1,acept,furnished,3200,14000,1917,178
248,3,4,4,2,acept,not furnished,3163,14000,966,178
269,4,4,5,21,acept,furnished,2980,14000,1834,178
245,3,4,3,10,acept,not furnished,2900,14000,917,178
133,3,3,2,19,acept,furnished,2900,14000,898,178
137,2,3,2,1,acept,not furnished,2800,14000,542,178
234,3,5,3,17,not acept,furnished,2750,14000,1334,178
270,4,4,0,17,not acept,furnished,2300,14000,1917,178
230,3,4,3,-,acept,furnished,2300,10000,417,178
300,3,4,2,9,acept,furnished,2000,14000,1084,178
160,2,3,2,-,acept,not furnished,1950,14000,413,178
187,3,4,3,14,acept,not furnished,1700,14000,1209,178
999,6,6,6,-,acept,furnished,0,10800,1500,178
383,5,5,4,-,acept,not furnished,0,10000,250,178
280,5,4,8,-,acept,not furnished,0,10000,417,178
365,4,5,6,4,acept,not furnished,3722,13900,2588,177
300,3,5,2,12,not acept,furnished,2100,13900,809,177
212,4,3,2,17,acept,not furnished,2835,13800,694,175
135,3,3,2,7,not acept,not furnished,1500,13800,375,175
400,4,4,2,-,acept,not furnished,634,11480,1357,175
450,4,6,4,-,acept,not furnished,0,11600,1042,175
311,3,4,3,20,not acept,not furnished,3075,13000,1753,174
263,3,4,4,15,acept,not furnished,2565,13000,1437,174
274,4,5,5,10,not acept,not furnished,2450,13000,179,174
300,4,6,4,2,acept,furnished,2350,13000,1387,174
260,4,5,0,21,not acept,not furnished,1920,13000,138,174
296,3,2,1,12,acept,not furnished,1400,13500,848,174
156,2,3,2,8,acept,furnished,2040,13590,292,173
500,5,7,7,-,acept,not furnished,0,11500,5500,173
600,5,6,8,-,acept,furnished,0,10500,642,173
550,4,7,3,-,acept,furnished,0,11500,1650,173
325,4,5,7,-,acept,furnished,0,11500,825,173
390,4,5,4,-,acept,furnished,0,11500,784,173
450,4,4,3,-,acept,not furnished,0,11500,875,173
300,3,2,5,-,acept,not furnished,0,11500,2000,173
280,4,4,4,1,acept,furnished,3600,12000,1667,172
230,4,4,4,1,acept,furnished,2300,13500,1084,172
174,3,4,3,6,acept,not furnished,2200,13500,814,172
113,2,3,2,10,acept,not furnished,1400,13500,375,172
500,4,5,3,-,not acept,furnished,550,13500,3334,172
384,3,3,4,-,not acept,not furnished,0,11400,1142,172
150,3,3,2,8,not acept,furnished,0,13500,0,172
168,3,2,3,9,acept,not furnished,3349,13200,637,171
450,4,4,4,8,acept,not furnished,2394,12700,836,170
450,4,3,4,8,acept,furnished,2000,12750,717,170
230,4,2,2,1,acept,furnished,4000,13000,1839,168
300,3,4,2,5,acept,not furnished,3500,13000,1105,168
186,3,4,2,5,acept,not furnished,3000,13000,475,168
128,3,3,2,3,acept,not furnished,2300,13000,726,168
247,4,5,4,15,acept,furnished,2795,12500,1458,167
524,4,5,3,-,acept,furnished,0,11050,1167,167
350,4,5,4,-,acept,furnished,4300,11000,1042,166
400,4,5,4,-,acept,not furnished,3413,11000,2028,166
210,4,4,4,5,acept,not furnished,3000,13100,1325,166
193,4,3,3,10,acept,furnished,3000,13100,898,166
180,4,3,1,8,not acept,furnished,2900,12850,1250,166
300,4,4,3,-,acept,not furnished,2150,13100,1500,166
155,3,4,2,14,acept,not furnished,1400,13100,409,166
500,8,5,2,-,acept,not furnished,0,11000,1550,166
890,5,6,8,-,not acept,not furnished,0,11000,9500,166
272,5,5,2,-,acept,not furnished,0,11000,917,166
327,5,4,5,-,acept,not furnished,0,11000,2000,166
274,4,5,6,-,acept,not furnished,0,11000,767,166
270,4,5,6,-,acept,not furnished,0,11000,400,166
450,4,4,4,-,acept,not furnished,0,11000,1417,166
455,3,2,4,-,acept,not furnished,0,11000,1834,166
180,3,2,4,-,not acept,furnished,0,11000,667,166
180,3,2,2,-,acept,not furnished,0,11000,150,166
100,1,4,1,-,acept,not furnished,0,11000,250,166
485,5,6,6,23,acept,not furnished,5709,13000,2495,165
272,4,4,4,2,acept,not furnished,5600,13000,2250,165
277,2,3,4,19,acept,not furnished,5295,13000,1550,165
300,4,4,2,3,acept,not furnished,4100,12750,1334,165
685,4,3,5,11,acept,not furnished,3960,13000,3120,165
210,3,4,3,6,acept,not furnished,3900,13000,1417,165
300,4,5,3,7,acept,not furnished,3850,12750,750,165
420,4,4,2,4,acept,not furnished,3300,13000,1417,165
240,4,4,4,26,acept,not furnished,3250,13000,1121,165
280,4,5,4,14,acept,not furnished,3200,13000,1000,165
270,3,2,4,21,acept,not furnished,3200,13000,1250,165
190,3,3,3,6,acept,not furnished,3000,13000,84,165
270,3,3,3,16,acept,not furnished,2800,13000,959,165
216,3,3,3,16,acept,not furnished,2328,13000,1230,165
200,2,3,1,2,not acept,furnished,2300,13000,625,165
168,4,3,3,5,acept,not furnished,2128,13000,809,165
91,1,2,2,11,acept,furnished,2076,13000,334,165
220,2,4,3,26,not acept,not furnished,2000,12960,834,165
193,2,4,4,7,acept,not furnished,1948,13000,1323,165
175,4,3,3,3,acept,furnished,1750,13000,850,165
150,3,3,1,9,acept,not furnished,1700,13000,305,165
94,1,2,2,2,not acept,furnished,1356,13000,384,165
100,2,3,2,9,acept,not furnished,0,12960,0,165
296,4,5,5,4,acept,furnished,4300,12900,2105,164
454,4,3,4,-,acept,furnished,2700,10900,917,164
950,6,6,2,-,acept,not furnished,1130,10000,1375,164
600,3,5,8,-,acept,not furnished,800,10000,202,164
400,10,5,8,-,acept,not furnished,0,10900,1417,164
300,6,8,3,-,acept,not furnished,0,10900,1917,164
850,5,7,8,-,acept,not furnished,0,10000,1,164
622,5,5,6,-,acept,not furnished,0,10000,924,164
521,5,2,3,-,acept,not furnished,0,10000,743,164
485,4,7,7,-,acept,not furnished,0,10900,1032,164
396,4,5,6,-,acept,not furnished,0,10000,250,164
320,4,5,5,-,acept,not furnished,0,10870,1417,164
335,4,4,4,-,acept,not furnished,0,10000,678,164
573,4,3,6,-,acept,not furnished,0,10000,737,164
